adult	belongs_to_collection	budget	genres	homepage	id	imdb_id	original_language	original_title	overview	popularity	poster_path	production_companies	production_countries	release_date	revenue	runtime	spoken_languages	status	tagline	title	video	vote_average	vote_count
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		185289	tt0042266	en	Blues Busters	The Bowery Boys (Bowery Boys) open a nightclub after Sach has his tonsils out and wakes up with a singing voice.	0.012491	/qoQFPMnZfTElGekyg7QbFoOOZV3.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	10/29/1950	0	67	[{'iso_639_1': 'en', 'name': 'English'}]	Released	The most riotous night club kings you've ever seen!	Blues Busters	FALSE	0	0
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		184328	tt0043071	en	Triple Trouble	Slip and the gang (Bowery Boys) take the rap for a robbery they did not commit.	0.098143	/tAF1mhoZIGstM1KWiRFfT98JNv4.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	8/13/1950	0	67	[{'iso_639_1': 'en', 'name': 'English'}]	Released	THEY'VE GOT THOSE "JAIL-BOID" BLUES! Leo talked them into the big house...but even Huntz can't clown his way out!	Triple Trouble	FALSE	6	1
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		185273	tt0043356	en	Bowery Battalion	Slip, Sach and the gang (Bowery Boys) think an air-raid test is for real and join the Army.	0.462816	/29uouE5CPI30eCXiQpqllWtId4l.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1/24/1951	0	69	[{'iso_639_1': 'en', 'name': 'English'}]	Released	THEY'RE THE DAFFIEST DRAFTEES IN HISTORY!	Bowery Battalion	FALSE	10	1
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		187516	tt0043432	en	Crazy Over Horses	The boys get mixed up with a race horse &amp; crooked gamblers	0.110691	/7zPtVIba8PT5y2A0pNoxlZCRw6N.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	9/9/1951	0	65	[{'iso_639_1': 'en', 'name': 'English'}]	Released	SO HILARIOUS! IT'S CRAZY ENOUGH TO MAKE EVEN A HORSE LAUGH!	Crazy Over Horses	FALSE	0	0
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		156603	tt0043735	en	Let's Go Navy!	The Bowery Boys join the Navy to catch some crooks who are posing as sailors.	0.64078	/z691DjUQSb77yHpPVDZCm0QLZKQ.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	7/29/1951	0	68	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Gobs of Fun!	Let's Go Navy!	FALSE	7	1
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		180819	tt0044612	en	Feudin' Fools	Sach discovers that he is heir to a farm in rural hillbilly country. He and the boys go to the farm to check it out, and find themselves mixed up with feuding hillbillies and a gang of bank robbers.	0.269692	/deA5UffN77Fqx8lgbEjQ0BaHk8F.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	9/21/1952	0	63	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Feudin' Fools	FALSE	0	0
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]		252916	tt0044700	en	Here Come the Marines	After Slip is drafted into the Marines, the rest of the gang volunteers so they can be with him. Sach discovers that the colonel knew his father and he is promoted. During a drill that he is putting the rest of the gang through, they find a soldier left for dead on the side of the road. Slip discovers a playing card next to the marine and traces it to Jolly Joe Johnson's gambling house. They suspect that the gambling house is cheating and set out to uncover the proof.	0.08455	/mt9wapiJfCXWxgjdDTlwvbefwfA.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	6/29/1952	0	66	[{'iso_639_1': 'en', 'name': 'English'}]	Released	THEY'RE LOADED FOR LAUGHS...WITH BOMBS AND BLONDES!	Here Come the Marines	FALSE	7	1
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]		115706	tt0044714	en	Hold That Line	The Bowery Boys are enrolled in a fancy college by a pair of rich snobs who think they can turn the Boys into classy guys. Sach becomes a football star, and is kidnapped by gangsters to keep him out of the big game.	0.002085	/tmRNAtS4vDKIeysl1kmCwlFSF9i.jpg	[{'name': 'Monogram Pictures', 'id': 4395}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	3/23/1952	0	67	[{'iso_639_1': 'en', 'name': 'English'}]	Released	They're a RAZZLE DAZZLE RIOT as COLLEGIATE CUT-UPS!	Hold That Line	FALSE	0	0
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		192371	tt0045633	en	Clipped Wings	Slip and correspondence school pilot Sach, go to an air base to help a pal out...but find themselves in when they mistakenly sign enlistment forms. Can the Air Force turn these dodos into eagles? The guys may be airborne airheads, But just watch them find a way to ground a spy network that's infiltrated the base.	0.003353	/hEMUdlxhOkvRVgdfCx9OOund79J.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	8/14/1953	0	62	[{'iso_639_1': 'en', 'name': 'English'}]	Released	They're Plane Crazy!	Clipped Wings	FALSE	0	0
FALSE	{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}	0	[{'id': 35, 'name': 'Comedy'}]		116160	tt0045926	en	Jalopy	Those wacky Bowery Boys invent a superfast fuel, which will help them win an auto race (isn't this cheating?). However, the fuel is stolen by the bad guys just before the big race...	0.523744	/2PNtEsOwg7FFFe9Hq5VrSpKMuS3.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2/15/1953	0	62	[{'iso_639_1': 'en', 'name': 'English'}]	Released	You'll Blow Your Gasket howling at these dizzy whizzes of the racing world!	Jalopy	FALSE	7	2
