adult	belongs_to_collection	budget	genres	homepage	id	imdb_id	original_language	original_title	overview	popularity	poster_path	production_companies	production_countries	release_date	revenue	runtime	spoken_languages	status	tagline	title	video	vote_average	vote_count
FALSE		0	[{'id': 99, 'name': 'Documentary'}]	http://magic.wizards.com/en/content/enter-the-battlefield	394176	tt5628044	en	Enter the Battlefield: Life on the Magic - The Gathering Pro Tour	Magic: The Gathering is the most popular collectible card game in the world. At Magic's Pro Tour, players from around the globe compete to prove who is the best. They are writers, game theorists, jewelry apprentices, female pioneers, and teenage geniuses.	0.177976	/jMFTJ91xc9bRFNesOfu5PuDH2Hq.jpg	[{'name': 'K & H Productions', 'id': 75923}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	4/26/2016	0	65	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Enter the Battlefield: Life on the Magic - The Gathering Pro Tour	FALSE	6.5	4
FALSE	{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}	0	[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]		403052	tt5873098	en	Mower Minions	The Minions need to raise $20 to purchase an as seen on TV banana blender. So they take up lawn mowing at an old folks home, with hilarious antics!	3.119394	/Ao9clrCn3Ct4a92amHWzfnOCLCh.jpg	[{'name': 'Illumination Entertainment', 'id': 6704}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	7/8/2016	0	4	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Mower Minions	FALSE	6.8	54
FALSE		0	[]		201633	tt0156805	en	Motion Picture ('La sortie des ouvriers de l'usine LumiÃ¨re Ã  Lyon')	In the darkroom, 50 unexposed film strips were laid across a surface, upon which a frame of "La sortie des ouvrier de l'usine LumiÃ¨re" was projected. The stringing together of the individual developed sections make up the new film, which reads the original frame like a page from a musical score: within the strips from top to bottom and sequentially from left to right.	0.013026	/pndXxpymsn3TvmMftIrH2WYrZ5r.jpg	[]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]	1/1/1984	0	3	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Motion Picture ('La sortie des ouvriers de l'usine LumiÃ¨re Ã  Lyon')	FALSE	6.3	4
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		122134	tt0000029	fr	Repas de BÃ©bÃ©	A father, a mother and a baby are sitting at a table, on a patio outside. Dad is feeding baby his lunch, while mum is serving tea.	1.402404	/wi8sxMp2kDVnleYl3o71NIDPh7q.jpg	[{'name': 'SociÃ©tÃ© LumiÃ¨re', 'id': 44916}]	[{'iso_3166_1': 'FR', 'name': 'France'}]	1895-12-27	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Baby's Meal	FALSE	5.4	22
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		190553	tt0430447	fr	Panorama du grand Canal pris d'un bateau	The first travelling shot.	0.239236	/mtj0JghYZwo2yV2bh9HOCH3OmqT.jpg	[{'name': 'LumiÃ¨re', 'id': 11793}]	[{'iso_3166_1': 'FR', 'name': 'France'}]	1896-01-01	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Panorama du grand Canal pris d'un bateau	FALSE	5.7	7
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		129865	tt0000070	fr	DÃ©molition d'un mur	Auguste LumiÃ¨re directs four workers in the demolition of an old wall at the LumiÃ¨re factory. One worker is pressing the wall inwards with a jackscrew, while another is pushing it with a pick. When the wall hits the ground, a cloud of white dust whirls up. Three workers continue the demolition of the wall with picks.	1.187422	/e7WqAuaAMooTi6GgWsG7CSCwd3h.jpg	[{'name': 'LumiÃ¨re', 'id': 11793}]	[{'iso_3166_1': 'FR', 'name': 'France'}]	1896-03-06	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Demolition of a Wall	FALSE	5.8	17
FALSE		0	[]		189820	tt0215764	en	Fifth Avenue, New York	No Overview	0.042297	/fUP0DoJcnrb5WtWE7zuVo0iCRgA.jpg	[]	[]	1897-03-05	0	1	[]	Released		Fifth Avenue, New York	FALSE	5	1
FALSE		0	[]		189807	tt0203708	en	Mounted Police Charge	No Overview	0.100388		[]	[]	1896-11-02	0	1	[]	Released		Mounted Police Charge	FALSE	4	2
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		147397	tt0216924	en	Mr. Edison at Work in His Chemical Laboratory	â€œThis film is remarkable in several respects. In the first place, it is full life-size. Secondly, it is the only accurate recent portrait of the great inventor. The scene is an actual one, showing Mr. Edison in working dress engaged in an interesting chemical experiment in his great Laboratory. There is sufficient movement to lead the spectator through the several processes of mixing, pouring, testing, etc. as if he were side by side with the principal. The lights and shadows are vivid, and the apparatus and other accessories complete a startling picture that will appeal to every beholder.â€ (Edison Catalog)	0.217122	/movfhAfTwEFnCoLacLsaAPUzk1g.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1897-05-31	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Mr. Edison at Work in His Chemical Laboratory	FALSE	5	6
FALSE		0	[{'id': 35, 'name': 'Comedy'}]		159898	tt0241267	en	The Boxing Cats (Prof. Welton's)	"A glove contest between trained cats. A very comical and amusing subject, and is sure to create a great laugh." (by Edison Films)	0.227559	/1OfiDWaMjzrvn1LCiAcR81DgN8d.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1894-07-16	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		The Boxing Cats (Prof. Welton's)	FALSE	6.3	6
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		144410	tt0154152		Annabelle Serpentine Dance	Two dancers perform in succession facing a stationary camera. The first is in a diaphanous skirt, held out by her hands with arms extended. She smiles, wearing butterfly wings on her back and the wings of Mercury in her hair. Her dance emphasizes the movement of her visible, bare legs. She kicks high, bows, and moves to her right and left. The second dancer has a voluminous, long skirt, and holds sticks in each hand attached to the skirt's outer edges, so that the emphasis is on the swirling patterns the skirt makes, often obscuring her unsmiling face. Her feet move little on the unadorned stage; changes in the color of the lens filter accent the swirling patterns.	1.58434	/l7Lzvah6PL6vdMF5p0elKiyYqp9.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1895-04-01	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Annabelle Serpentine Dance	FALSE	5.7	20
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		127224	tt0326158	en	Sioux Ghost Dance	From Edison films catalog: One of the most peculiar customs of the Sioux Tribe is here shown, the dancers being genuine Sioux Indians, in full war paint and war costumes. 40 feet. 7.50. According to Edison film historian C. Musser, this film and others shot on the same day (see also Buffalo dance) featured Native American Indian dancers from Buffalo Bill's Wild West show, and represent the American Indian's first appearance before a motion picture camera.	0.154522	/jaLceLoZuw7Uh3KdOvGF3SWC9dZ.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1894-09-23	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Sioux Ghost Dance	FALSE	4.3	4
FALSE		0	[]		126413	tt1428455	en	Sandow	Strong-man Eugene Sandow flexes his muscles and strikes a few poses in front of a black background. This was a short film shot by William K.L. Dickson and produced in Thomas Edison's Black Maria studio.	0.237073	/nymRqHJaFmbSPDRNtedxT7gjCBR.jpg	[]	[]	1896-12-30	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Sandow	FALSE	5	7
FALSE		0	[]		159910	tt0325518	en	Hadj Cheriff	Hadji Cheriff, a performer known for a variety of unusual abilities, demonstrates part of his act in the Thomas Edison studio. He has a large knife in his hand at the opening of the act. He then hurls the knife away and begins a rapid series of dance-like motions, executing numerous cartwheels and whirling movements.	0.076062	/rb5HHy0J4yZYlBA1tqL1akWo6WQ.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1894-10-05	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Hadj Cheriff	FALSE	3.5	2
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		144393	tt0229220	en	Annie Oakley	Annie Oakley was probably the most famous marksman/woman in the world when this short clip was produced in Edison's Black Maria studio in West Orange, New Jersey. Barely five feet tall, Annie was always associated with the wild west, although she was born in 1860 as Phoebe Ann Oakley Mozee (or Moses)in Darke County, Ohio. Nevertheless, she was a staple in the Buffalo Bill Wild West Show and similar wild west companies. Because of her diminutive stature, she was billed as "Little Sure Shot." The man assisting her is this appearance is probably her husband, Frank E. Butler. Annie had outshot Butler (a famous dead-eye marksman himself) in a shooting contest in the 1880's. Instead of nursing his bruised ego because he had been throughly outgunned by a woman, Butler fell in love, married Little Sure Shot, and became her manager.	0.404741	/onLyR1ktBBLWQjBBNcO78HalgJc.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1894-11-01	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Annie Oakley	FALSE	6.3	10
FALSE		0	[{'id': 18, 'name': 'Drama'}]		143801	tt0000469	en	The Sick Kitten	A simple scene of two rather flamboyantly-dressed Edwardian children attempting to feed a spoonful of medicine to a sick kitten. The film is important for being one of the earliest films to cut to a close-up, then back again to the same medium shot as before.	0.659695	/jhwPJneWQGAra9d9tMxBKLbdCbc.jpg	[{'name': 'George Albert Smith Films', 'id': 11483}, {'name': 'G.A.S. Films', 'id': 11484}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	12/31/1903	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		The Sick Kitten	FALSE	5.3	11
FALSE		0	[]		163053	tt0203700	en	A Morning Bath	â€œMammy is washing her little pickaninny. She thrusts him, kicking and struggling, into a tub full of foaming suds.â€ (Edison film catalog)	0.26236	/nMwKnRC5aGQ0uuoCfbppqF6RWPM.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1896-10-30	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		A Morning Bath	FALSE	4.4	5
FALSE		0	[]		190605	tt0000364	en	Panorama of Esplanade by Night	A most perfect picture of the Pan-American Exposition buildings, including the Electric Tower and Temple of Music, as they appear at night.	0.066255		[]	[]	11/11/1901	0	1	[]	Released		Panorama of Esplanade by Night	FALSE	10	1
FALSE		0	[{'id': 99, 'name': 'Documentary'}]		190582	tt0204902	en	Black Diamond Express	This picture was taken at one of the curves on the Lehigh Valley Railroad, along the beautiful Susquehanna River. The train is seen rapidly approaching in the distance, clearly outlined against the grey mountains. Smoke can be seen pouring in volumes from the stack of the locomotive, and as the train approaches closely, she sounds a whistle, warning some section men, who are working on the tracks in the foreground. As she rushes by the camera, the swing motion of the train gives a vivid idea of the lightning speed at which she is traveling. (Edison film catalog)	0.03658	/wlMER9fSVcfib3TeR9FMD3GhyCS.jpg	[{'name': 'Edison Manufacturing Company', 'id': 18758}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	1896-12-01	0	1	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		Black Diamond Express	FALSE	6	1
FALSE		0	[]		193793	tt2918248	en	Gold Rush Scenes in the Klondike	No Overview	0.036471		[]	[]	1899-01-01	0	1	[]	Released		Gold Rush Scenes in the Klondike	FALSE	6	1
FALSE		0	[{'id': 35, 'name': 'Comedy'}]		139589	tt0249600	en	An Interesting Story	The adventures of an inattentive man who can't look away from his book.	0.189855	/mbaadArQr1H1RX0MmlgibRhF6mS.jpg	[{'name': 'Williamson Kinematograph Company', 'id': 16217}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	10/1/1904	0	4	[{'iso_639_1': 'xx', 'name': 'No Language'}]	Released		An Interesting Story	FALSE	6.5	2
FALSE		0	[]		130450	tt0001740	en	The Lonedale Operator	A young woman takes over her sick father's role as telegraph operator at a railway station, and has to deal with a team intent on train robbery.  Film first released 23 March 1911.	0.256769	/mjJ6nS37bscZFLcbBvCyWGmhiTo.jpg	[]	[]	3/23/1911	0	17	[]	Released		The Lonedale Operator	FALSE	6.5	6
FALSE		0	[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]		81440	tt1828976	en	Good Luck Charlie, It's Christmas!	Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.	4.708525	/p3Lo5mBJgKIXdaX91sfXeCI9BqY.jpg	[{'name': 'Disney Channel', 'id': 3213}, {'name': 'Salty Pictures', 'id': 42053}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	12/2/2011	0	85	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]	Released		Good Luck Charlie, It's Christmas!	FALSE	6	79
FALSE		0	[{'id': 27, 'name': 'Horror'}]		87852	tt0085937	en	Microwave Massacre	A guy kills his wife because she's a bad cook.	0.084197	/2wv7Pl7aHsJM4XNkDuCk0bqhl6H.jpg	[{'name': 'Reel Life Productions', 'id': 20566}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	8/31/1983	0	76	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Microwave Massacre	FALSE	4.8	19
FALSE		0	[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]		415396	tt4597598	es	MarÃ­a (y los demÃ¡s)	Ever since her mum died when she was fifteen, Maria has taken care of her father and her siblings. Responsible and in control, she's always been a rock for the family and feels proud of her efforts. That's why her father's sudden love for his nurse and the announcement of their marriage brings Maria's world crashing down around her. At the age of 35 and unable to find a steady partner, she'll have to take the plunge and dare to change her own fate.	0.380641	/6I7aPKJbtvMrtlPrzmgwQbnspCN.jpg	[{'name': 'Friday Films', 'id': 79062}]	[{'iso_3166_1': 'ES', 'name': 'Spain'}]	10/7/2016	0	90	[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]	Released		MarÃ­a (y los demÃ¡s)	FALSE	5.7	8
FALSE		0	[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]		390547	tt4555674	es	El rei borni		0.399089	/yZxUn85JeNE0GUoaASYYA6ccO72.jpg	[{'name': 'TelevisiÃ³ de Catalunya', 'id': 5085}, {'name': 'El Terrat', 'id': 8078}, {'name': 'Lastor Media', 'id': 52867}, {'name': 'ICEC', 'id': 76984}, {'name': 'MoirÃ© Films', 'id': 76985}]	[{'iso_3166_1': 'ES', 'name': 'Spain'}]	4/24/2016	0		[]	Released		El rei borni	FALSE	5.4	8
FALSE		45000000	[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]	http://www.patriotsdayfilm.com/	388399	tt4572514	en	Patriots Day	An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.	14.547939	/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg	[{'name': 'CBS Films', 'id': 5490}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Leverage Entertainment', 'id': 8539}, {'name': 'Bluegrass Films', 'id': 13778}, {'name': 'TIK Films', 'id': 72441}, {'name': 'Hutch Parker Entertainment', 'id': 91797}]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]	12/12/2016	50548152	133	[{'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯'}]	Released	The inside story of the world's greatest manhunt.	Patriots Day	FALSE	6.8	631
FALSE		20000000	[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]	http://gold-film.com/	334524	tt1800302	en	Gold	Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.	16.01076	/d6AipVF4SDYqxGeivfs3yzsNUs7.jpg	[{'name': 'Living Films', 'id': 2877}, {'name': 'Hwy61', 'id': 6320}, {'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Boies / Schiller Film Group', 'id': 36212}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	12/22/2016	7227038	120	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]	Released	Prove 'em all wrong	Gold	FALSE	6.6	403
FALSE		0	[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]		59935	tt1296337	de	Ein Augenblick Freiheit	Centers on a group of weary Middle Eastern refugees who have made their way to Turkey to apply for European visas.	1.758122	/rlnAoXCoI8hmvC0g3C7FLH3N0vs.jpg	[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'Wega Film', 'id': 224}, {'name': 'Veit Heiduschka', 'id': 76149}]	[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]	8/29/2008	0	110	[{'iso_639_1': 'fa', 'name': 'ÙØ§Ø±Ø³ÛŒ'}, {'iso_639_1': 'en', 'name': 'English'}]	Released		For a Moment, Freedom	FALSE	5.6	6
FALSE		0	[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]		48918	tt0105377	en	Shadow of the Wolf	In the 1930's, Agaguk lives his traditional Inuit life. But one day, there is a murder in the tribe and Agaguk becomes a suspect. Soon he becomes persecuted by Henderson, a mean mountie, and he must flee through the cold winter of Northen Quebec.	0.775108	/buGOTvvPG211ht7AhBhJvF7cY00.jpg	[]	[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]	3/5/1992	0	112	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Shadow of the Wolf	FALSE	5.1	5
FALSE		0	[{'id': 18, 'name': 'Drama'}]		264746	tt3450112	ko	ë“¤ê°œ	Jung-gu sends out homemade bombs to people who are likely to use them. He partners up with Hyo-min, the first person to actually detonate one of them. However, Hyo-min becomes reckless and stirs up Jung-gu's aggressive tendencies that he has tried hard to suppress. Finally, Jung-gu explodes in anger, killing the detective on his tail and framing Hyo-min for all his crimes.	0.361365	/wjp36fLvbSQUx0e7ZcuNEgJ3SNl.jpg	[{'name': 'KAFA Films', 'id': 7083}]	[{'iso_3166_1': 'KR', 'name': 'South Korea'}]	4/3/2014	0	102	[{'iso_639_1': 'ko', 'name': 'í•œêµ­ì–´/ì¡°ì„ ë§'}]	Released		Tinker Ticker	FALSE	6.8	4
